id,name,type,description,confidence,mentions,is_anchor
4131,张宏,人物,明末清初吴郡人，擅长水墨写意花鸟画,0.95,2,0
4132,元四家,非遗技艺,元代四位著名画家的合称：黄公望、王蒙、倪瓒、吴镇,0.9,2,0
4133,罗高,人物,清代画家，参与抗清活动，擅长画马,0.95,2,0
4134,凌必正,人物,明代画家，生于明万历二十八年（1600年），善山水、花卉画,0.95,2,0
4135,吴派,非遗技艺,古代书画流派,0.9,2,0
4136,郭适,人物,清代画家，擅长写意水墨花鸟画，字乐郊，号郊民，顺德人,0.95,2,0
4137,吕翔,人物,清代画家，主要活动于清嘉庆、道光年间,0.95,2,0
4138,嘉庆二十一年,朝代年号,1816年，清嘉庆年间,0.95,2,0
4139,罗阳,人物,清代画家，广东顺德人，擅长山水画尤其是雪景，师法吴镇,0.95,2,0
4140,李翔光,人物,清代画家，擅长花鸟画，广东新会人，寓居佛山,0.95,2,0
4141,道光十五年,朝代年号,清道光年间，1835年,0.95,2,0
4142,丹山,宗族姓氏,南海烟桥地区的家族堂号,0.95,2,0
4143,李香君,人物,明末南直隶秦淮名妓，与侯方域的爱情故事广为流传,0.95,2,0
4144,桃花扇,物产饮食,古代扇子的一种，常用于绘画,0.9,2,0
4145,南翁,人物,为《晚香玉》题诗的人,0.9,2,0
4146,钱慧安,人物,清代画家，仕女图名家,0.95,2,0
4147,光绪癸卯,朝代年号,清朝光绪二十六年，1900年,0.95,2,0
4148,万松园,建筑遗迹,未明确具体建筑，但为作者居住和创作之地,0.85,2,0
4149,林纾,人物,晚清著名翻译家，译著《巴黎茶女花遗事》、《黑奴吁天录》等西方名著,0.95,2,0
4150,冷残,人物,广东近代书画名家,0.95,2,0
4151,颜学渊,人物,文中提及的友人，具体身份不详,0.9,2,0
4152,叶应诚,人物,与颜宗、陈廷器同为国子监出身的明代官员,0.95,2,0
4153,陈柬,人物,明代官员，文学和绘画均有造诣，曾关注并推荐叶应诚,0.8,2,0
4154,《湖山平远图》,典籍作品,颜宗的绘画作品，现存最早的古典绘画之一,0.9,2,0
4155,李琼,人物,《庐山图》的作者，南海客,0.95,2,0
4156,倪谦,人物,《倪文信集》的作者，浙江钱墙人,0.95,2,0
4157,礼部尚书,人物,古代官职名称,0.85,2,0
4158,弘治七年,朝代年号,1494年，明代弘治年间,0.9,2,0
4159,石渠宝笈,典籍作品,清代宫廷所藏书画著录书籍,0.85,2,0
4160,林民,人物,明代画家，即林良,0.85,2,0
4161,汪宗衍,人物,提到其有目睹《李子长雄猫图》的记载,0.95,2,0
4162,刘鉴,人物,宋代画家，与马远一起造就岭南新气象,0.95,2,0
4163,兰花,物产饮食,中国传统名花之一,0.9,2,0
4164,朱樵,人物,明代画家，字叔祥，号搬云，南海人,0.95,2,0
4165,云岩观瀑图,典籍作品,朱樵所绘的画作,0.85,2,0
4166,邓普,人物,清代画家，作品类型为文人画,0.95,2,0
4167,陈士,人物,南海高中师范毕业生，个人全省第二,0.95,2,0
4168,梁谓,人物,梁元瑞的次子，字言公，与兄梁元瑞及弟梁杜皆工画画法,0.95,2,0
4169,架华生,人物,晚明至清初时期佛山画家,0.95,2,0
4170,增城白水山,地名,释深度曾读书的地方,0.95,2,0
4171,温汝遂,人物,清代画家，字遂之，号竹梦生，顺德龙山人，擅长画竹,0.95,2,0
4172,张应秋,人物,张氏家族成员，字伯英，张如芝长子,0.95,2,0
4173,二樵山人,宗族姓氏,张应秋的别号,0.9,2,0
4174,翁方纲,人物,清代大金石学家，曾任广东学政,0.95,2,0
4175,《红棉图》,典籍作品,黎简所绘作品，描绘南海真景,0.85,2,0
4176,辛丑,朝代年号,清朝年号，1781年,0.9,2,0
4177,谢云隐,人物,黎简好友，谢兰生之父,0.95,2,0
4178,谢念因,人物,谢兰生的五子，字解园,0.95,2,0
4179,关关联昌,人物,关乔昌的弟弟，也是当时的外销画家,0.95,2,0
4180,关联昌,人物,1809-1870年，擅长油画、水粉画、通草纸画等，专注于细密画和素描,0.95,2,0
4181,同文街,地名,十三行附近的街道，关乔昌在此经营画店,0.95,2,0
4182,《时事画报》,典籍作品,晚清时期创办的画报，用于反映时事政治、表达民生,0.9,2,0
4183,潘景吾,人物,未提供具体信息，但提及与何仲华等人创办《平民报》,0.85,2,0
4184,李魁,人物,广东画坛上画风极为怪异的画家，擅长山水画,0.95,2,0
4185,招宝莲,人物,能传家风的人物画家,0.95,2,0
4186,居集,人物,清代画家，影响岭南画坛的重要人物,0.95,2,0
4187,何亚,人物,晚清时期与居巢、居廉并驾齐驱的广州河南地区画家,0.95,2,0
4188,河南画派,非遗技艺,由何亚为代表的画家形成的小型画派,0.85,2,0
4189,居派,非遗技艺,由居廉为代表的广州河南地区的画派，又称隔山画派,0.9,2,0
4190,甘文伟,人物,收藏家，与钟毅弘同好书画古籍鉴藏,0.95,2,0
4191,南海佛山,地名,指佛山市南海区佛山镇,0.9,2,0
4192,梁纪,人物,广东著名工笔画家，与钟毅弘相识,0.95,2,0
4193,佛山梁园,建筑遗迹,位于佛山市内的园林，保存有《寒香馆法帖》刻石,0.9,2,0
4194,胡佩衔,人物,清代画家，钟毅弘的老师之一,0.95,2,0
4195,赵之谦,人物,书法家，钟毅弘学习对象之一,0.85,2,0
4196,宝贤堂帖,典籍作品,明代拓本，收录晋代至明代名家书法,0.95,2,0
4197,庞国钟,人物,书法家，楷书作品入选全国青年书法繁刻作品展,0.95,2,0
4198,浮山道士,人物,文中提及的人物，具体身份不详,0.85,2,0
4199,城隆庙,建筑遗迹,未具体描述，推测为佛山地区某庙宇,0.85,2,0
4200,闵贞,人物,清代画家，与苏六朋同时代，其画风影响了苏六朋,0.9,2,0
4201,罗聘,人物,清代画家，与苏六朋同时代，其画风影响了苏六朋,0.9,2,0
4202,枕琴轩,建筑遗迹,苏六朋居所名，取自其画作和爱好,0.9,2,0
4203,《言人打斗图》,典籍作品,清代绘画作品，创作于1856年,0.9,2,0
4204,梅香伴读图,典籍作品,苏六朋所绘的历史题材作品,0.85,2,0
4205,李长荣,人物,咸丰、同治年间广州诗人，与苏六朋为挚友,0.9,2,0
4206,杨永衍,人物,字椒坪，别署添茅老人，番禺瑶溪人,0.95,2,0
4207,海珠区,地名,广州市的一个行政区划,0.95,2,0
4208,河南派,非遗技艺,广东画坛的一种地域划分流派，以相近的地域和画风特征著称,0.85,2,0
4209,麦公敏,人物,民国时期画家，与罗仲彭同为河南画人,0.95,2,0
4210,李健儿,人物,广东现代画家，著有《广东现代画人录》,0.95,2,0
4211,宣统元年1909年,朝代年号,清末时期年份,0.95,2,0
4212,广东画人录,典籍作品,记载了黄少强等广东画家的传记,0.9,2,0
4213,二高,人物,未具体指明身份，但与黄少强学习国画有关,0.85,2,0
4214,中国绘画,非遗技艺,中国传统的绘画艺术形式，具有悠久历史和伟大传统,0.95,2,0
4215,户瑞华,人物,佛山市长,0.85,2,0
4216,佛山市郊,地名,佛山市的郊区,0.8,2,0
4217,开皇十年,朝代年号,隋朝开皇十年，590年,0.95,2,0
4218,民国初期,朝代年号,民国初年，具体时间不详,0.95,2,0
4219,明嘉靖九年,朝代年号,1530年，明代嘉靖年间,0.95,2,0
4220,佛山冶铸业,非遗技艺,佛山冶铁技术源远流长，宋代已成冶铁中心城镇,0.85,2,0
4221,生抽王,物产饮食,始于清朝中叶的名优特产，以珠江为原料，具有红润、味鲜、香浓郁等特点,0.95,2,0
4222,威化饼,物产饮食,80年代引进的新品种,0.9,2,0
4223,曲奇饼,物产饮食,80年代引进的新品种,0.9,2,0
4224,结婚礼饼,物产饮食,佛山市特色糕点之一,0.85,2,0
4225,河宕遗址,建筑遗迹,位于石湾区大麦村南边约15公里处，新石器时代晚期遗址,0.95,2,0
4226,西晋,朝代年号,中国历史上的一朝代,0.95,2,0
4227,佛山音乐喷泉,建筑遗迹,现代潮流的景点，结合音乐与喷泉表演,0.85,2,0
4228,庚氏兄弟,宗族姓氏,实业家，庚氏家族成员,0.85,2,0
4229,李文成,人物,清末红巾军起义领导人之一,0.95,2,0
4230,中共广东组织,宗族姓氏,中国共产党在广东地区的组织机构,0.9,2,0
4231,仁寿元年,朝代年号,601年，唐代初期佛山的陶瓷、丝绸有较大发展,0.95,2,0
4232,北帝大铜像,建筑遗迹,景泰年间供奉在祖庙主殿的大铜像,0.95,2,0
4233,弘治九年,朝代年号,1496年，明代弘治年间,0.9,2,0
4234,弘治十二年,朝代年号,明朝的年号,0.95,2,0
4235,正德元年,朝代年号,明朝的年号,0.95,2,0
4236,嘉靖九年,朝代年号,明代嘉靖年间,0.95,2,0
4237,李竺问,人物,乡人尚书，呼吁减少虚税,0.95,2,0
4238,庞景忠,人物,明代主事，参与修建通往省城的大路,0.95,2,0
4239,雍正十一年,朝代年号,清朝雍正年间的具体年份,0.95,2,0
4240,佛山同知五斗口司巡检,人物,清代佛山地方官员职务,0.85,2,0
4241,嘉庆九年,朝代年号,清嘉庆九年，1804年,0.9,2,0
4242,嘉庆十一年,朝代年号,1806年，熊景星中举人,0.9,2,0
4243,大富围,地名,位于佛山的围堤名称,0.9,2,0
4244,泥城,地名,广州的一个镇名,0.85,2,0
4245,周颂声,人物,光绪年间南海人，乡试第一名，后考取进士,0.95,2,0
4246,李元霸伏龙驹,非遗技艺,祖庙前的雕刻作品，反映佛山人民对外来侵略者的斗争,0.85,2,0
4247,陈振先,人物,宣统元年考取进士，曾任镇义仓司事,0.95,2,0
4248,佛山大湾,地名,南海县政府迁入佛山时的地址，现为红路街,0.9,2,0
4249,陈振南,人物,民国时期南海人，创办光华电气公司,0.95,2,0
4250,南洋兄弟烟草公司竹嘴厂,建筑遗迹,民国时期佛山的工业企业厂房,0.85,2,0
4251,李众胜堂,宗族姓氏,捐款办理义山事务的宗族团体,0.85,2,0
4252,佛山商报,典籍作品,民国时期佛山民办报纸之一，销量不多，需佛山商会资助,0.95,2,0
4253,孔圣会今山紫商场,建筑遗迹,民国时期佛山的商业场所,0.85,2,0
4254,民国16年4月1日,朝代年号,1927年4月1日,0.95,2,0
4255,陈铁庵,人物,曾任国民党县参议，调解叠滘客家工人风波,0.95,2,0
4256,仁寿寺塔,建筑遗迹,钢筋水泥结构楼阁式，原名如意宝塔，民国时期开始营建,0.95,2,0
4257,鸿胜体育会,宗族姓氏,佛山地区武术社团，于1936年6月24日成立,0.85,2,0
4258,石湾码头,建筑遗迹,具体地点不详，指佛山镇内某处码头,0.85,2,0
4259,抗日义勇队,历史事件,民国28年成立的抗日队伍,0.85,2,0
4260,伪南海县商会,建筑遗迹,在日伪时期成立的商会组织,0.85,2,0
4261,民国31年,朝代年号,1942年，具体历史时期,0.95,2,0
4262,邓振南,人物,曾任佛山市人委委员兼体委副主任,0.95,2,0
4263,杜瑞芝,人物,中共佛山地委原书记，参与文化大革命动员报告,0.95,2,0
4264,民间艺术社,非遗技艺,未明确具体项目，但提及题词活动,0.85,2,0
4265,陈毅,人物,曾任副总理，政治家,0.95,2,0
4266,佛山青年粤剧团,非遗技艺,1983-1985年间，佛山青年粤剧团探索将传统艺术服务于当代的新途径，编演了41个现代剧目,0.95,2,0
4267,石湾第一套大型陶塑十八罗汉,非遗技艺,石湾陶塑艺术的代表作之一,0.95,2,0
4268,烟洲山塔,建筑遗迹,文塔，明代建筑，佛山市第一批市级重点文物保护单位,0.95,2,0
4269,佛山市志_上,典籍作品,佛山市南海区文史资料书籍,0.95,2,0
4270,何厚铧,人物,澳门佛山联谊会成员，参与组织文化交流活动,0.95,2,0
4271,韩英,人物,佛山市市委副书记，为修志题词,0.95,2,0
4272,元甲学校,建筑遗迹,纪念霍元甲而建的学校，1952年复办，后两度停办，1986年重建,0.9,2,0
4273,经堂,建筑遗迹,经堂古寺浮图典东北角约50一60米处的冶铁废渣熔结物圆堆,0.95,2,0
4274,张楼堡,地名,南海县的旧地名,0.85,2,0
4275,洪武,朝代年号,明朝的一个年号,0.95,2,0
4276,安宁,地名,1950年市区划分为的区域之一,0.85,2,0
4277,普君,地名,1950年市区划分为的区域之一,0.85,2,0
4278,公正,地名,1950年市区划分为的区域之一,0.85,2,0
4279,松岗石碍村,地名,南海区的一个村庄,0.9,2,0
4280,芦苞涌,地名,佛山地区的河流名称,0.9,2,0
4281,西南涌,地名,佛山地区的河流名称,0.9,2,0
4282,龙舟水,物产饮食,影响早稻产量的主要气候因素，端午节期间出现的集中降雨,0.95,2,0
4283,明正统十一年,朝代年号,明代正统十一年的年份,0.9,2,0
4284,戴氏家庙,建筑遗迹,记载了宋时迁徙至南海桐乡的戴氏宗族历史,0.95,2,0
4285,永乐,朝代年号,明朝的年号之一,0.95,2,0
4286,梁钟瀛,人物,中共党员，参与佛山抗日救亡活动,0.95,2,0
4287,黄侠生,人物,中共党员，任佛山抗日救亡呼声社社长,0.95,2,0
4288,民盟,宗族姓氏,中国民主同盟，简称民盟,0.95,2,0
4289,老道怀,人物,佛山市市民建第五届和第六届委员会副主任委员之一,0.95,2,0
4290,中成药,物产饮食,传统中药制剂，文中提到改进管理工作,0.85,2,0
4291,党的十一届三中全会,历史事件,1978年召开的重要会议,0.95,2,0
4292,何武,人物,佛山市第一届人民代表大会市长,0.95,2,0
4293,西淋,地名,北宋时期保甲制度下的地名,0.85,2,0
4294,谭甫仁,人物,佛山军事管制委员会政委，负责佛山和南海县的军管工作,0.95,2,0
4295,烟馆,物产饮食,文中提及的赌博和卖淫场所,0.85,2,0
4296,公安局,人物,文中指建国初期负责治安的政府机构,0.85,2,0
4297,民国8年,朝代年号,1919年，佛山增设了机句水龙等消防设施,0.95,2,0
4298,南海县地方法院,建筑遗迹,民国时期的一个法院机构，具体位置不详,0.85,2,0
4299,民国9年,朝代年号,1920年,0.9,2,0
4300,大风堂,建筑遗迹,明朝以来操纵地方大权的集团拨款兴建的栖丐园的一部分,0.85,2,0
4301,民间艺术研究社,建筑遗迹,恢复开放的文化活动场所,0.85,2,0
4302,知事,人物,中国古代官职名称，负责地方行政管理,0.95,2,0
4303,五斗口司巡检,人物,清代负责地方治安和行政管理的官员,0.85,2,0
4304,分防都司,人物,清代负责地方军事管理的官员,0.85,2,0
4305,分防千总,人物,清代负责地方军事管理的官员,0.85,2,0
4306,欧阳峰,人物,制饼工会的会长,0.95,2,0
4307,陈乐三,人物,佛山工人代表大会委员,0.95,2,0
4308,广宁,地名,抗战时期广东救亡呼声社佛山分社撤退的目的地,0.9,2,0
4309,郭幕兰,人物,民国时期佛山妇女运动的先驱，与郭鉴冰、郭淑贞一同创办季华两级女子小学,0.95,2,0
4310,祖庙戏台,建筑遗迹,佛山祖庙内的演出场所,0.85,2,0
4311,陈坤仪,人物,1946年中国共产党组织派员参加南海县妇女会工作的党员之一,0.95,2,0
4312,中共,人物,中国共产党，领导妇女解放运动的重要组织,0.9,2,0
4313,南浦农团,宗族姓氏,民国时期佛山第一个农民革命组织，由吴勤领导,0.95,2,0
4314,商会,非遗技艺,文中提到的行会组织形式,0.85,2,0
4315,蔡会,宗族姓氏,工人西家的组织，带有封建性质,0.85,2,0
4316,王履卿,人物,1906-1913年南海商务分会第一任总理,0.95,2,0
4317,李佩鸣,人物,1913-1917年南海商务分会第二任总理,0.95,2,0
4318,栅下天后庙,建筑遗迹,古镇的天后庙，分团驻地之一,0.95,2,0
4319,环市镇,地名,佛山市的一个镇,0.9,2,0
4320,张力耕,人物,中共佛山市委原书记，文化大革命领导小组组长,0.95,2,0
4321,李苏,人物,同盟会会员，参与辛亥革命前的佛山起义活动,0.95,2,0
4322,昌花社,地名,佛山镇的一个具体位置或社区,0.85,2,0
4323,伐灰炉,地名,佛山镇的一个具体位置或设施，可能与烧灰有关,0.85,2,0
4324,石云山,地名,佛山镇的一个具体位置或山脉,0.9,2,0
4325,大基头,地名,佛山市内的一个地名,0.95,2,0
4326,佛山松桂里,地名,梁日新、梁日盛的家乡,0.95,2,0
4327,陈子良,人物,民国时期南海县联防副总局长之一,0.85,2,0
4328,刘述耕,人物,民国时期南海县联防副总局长之一,0.85,2,0
4329,李嘉品,人物,清末民初将领，与朱执信领导的起义军作战,0.9,2,0
4330,李福林,人物,北伐军第五军长，曾是士匪出身,0.95,2,0
4331,张权,地名,佛山市南海区的地名，可能是道路或地名的一部分,0.85,2,0
4332,朱紫市,地名,南海区旧时的圩市之一,0.95,2,0
4333,佛山商会,宗族姓氏,民国时期佛山的商业组织，维护商人利益,0.9,2,0
4334,朝阳街,地名,南海区的街道名,0.95,2,0
4335,汪寿山,人物,联防总局局长，民国34年8月任（兼）,0.95,2,0
4336,山紫村,地名,南海区的一个村庄,0.9,2,0
4337,夏教,地名,五斗司下辖的堡之一,0.95,2,0
4338,人民解放军,人物,1966年之前领导武装部的军事力量,0.85,2,0
4339,民国32年,朝代年号,民国纪年，具体为1943年,0.95,2,0
4340,梁柄槐,人物,兼任县军事科长，具体组织办理国民兵事宜,0.95,2,0
4341,桂州,地名,明代地名，具体位置不详,0.85,2,0
4342,逢简,地名,明代地名，具体位置不详,0.85,2,0
4343,道光四年,朝代年号,清代道光年间，具体年份1824年,0.95,2,0
4344,红船子弟,非遗技艺,粤剧艺人的一种称呼，因戏班船只多为红色而得名,0.9,2,0
4345,陶工,人物,参与起义的群体之一，从事陶瓷行业的人群,0.85,2,0
4346,三元里抗英斗争,历史事件,第二次鸦片战争期间珠江三角洲地区人民利用团练形式抗击英法侵略军的斗争,0.95,2,0
4347,广州城,地名,广东地区的省会城市,0.95,2,0
4348,乐从,地名,佛山市下属镇街，参与辛亥革命起义活动,0.95,2,0
4349,朱执信,人物,民国初期革命家，参与领导佛山起义,0.95,2,0
4350,市政厅,建筑遗迹,劣绅押解地，进行清算打击封建反动势力之地,0.95,2,0
4351,石围塘火车站,建筑遗迹,佛山起义时被攻占的地点,0.85,2,0
4352,宋实,人物,广东省抗日民众运动工作团第一团和第二团成员,0.95,2,0
4353,周冷,人物,广东省抗日民众运动工作团第一团和第二团成员,0.95,2,0
4354,陈浩然,人物,救亡呼声社佛山分社的共产党党员,0.95,2,0
4355,佛山发电厂,建筑遗迹,现代电力设施，文中提及的工业建筑,0.85,2,0
4356,电话所,建筑遗迹,现代通信设施，文中提及的通信机构,0.85,2,0
4357,1978年,朝代年号,南海县博物馆开始进行贝丘遗址发掘的时间,0.95,2,0
4358,1979年,朝代年号,具体年份，文中提及的培训和技术革新时间,0.95,2,0
4359,1980年,朝代年号,具体年份，用于城市总体规划,0.95,2,0
4360,明末清初,朝代年号,历史时期，指明末到清朝初期,0.95,2,0
4361,1992年,朝代年号,具体年份，用于记录获奖时间,0.9,2,0
4362,正德年间,朝代年号,明代正德年间，佛山已成广东省冶铁中心,0.95,2,0
4363,佛山铁锅税,物产饮食,清代佛山铸造的铁锅税收,0.95,2,0
4364,广东省政府,朝代年号,文中提及的历史时期，具体指民国时期,0.9,2,0
4365,陈太吉酒,物产饮食,南海区传统名酒，曾风行一时,0.95,2,0
4366,1947年,朝代年号,民国时期的纪年方式,0.95,2,0
4367,明代万历,朝代年号,明代万历是明神宗朱翊钧的年号，时间为1573年至1620年,0.95,2,0
4368,石湾制陶技艺,非遗技艺,佛山市非物质文化遗产，包括陶器制作技艺,0.85,2,0
4369,石湾制陶,非遗技艺,石湾陶塑艺术的起源及其悠久历史的研究提供了证据,0.95,2,0
4370,石湾美术陶瓷,非遗技艺,有1200多年历史，以五彩斑斓的釉色和生动传神的造型著称,0.95,2,0
4371,高要,地名,广东省肇庆市下辖县,0.85,2,0
4372,雄狮,非遗技艺,石湾陶器中的一种著名题材动物形象,0.95,2,0
4373,苏可松,人物,明代著名陶艺家,0.95,2,0
4374,区乾,人物,当代著名艺术家，中国工艺美术大师,0.95,2,0
4375,廖坚,人物,当代著名艺术家，中国工艺美术大师,0.95,2,0
4376,曾良,人物,当代著名艺术家，中国工艺美术大师,0.95,2,0
4377,梅文易,人物,当代著名艺术家，中国工艺美术大师,0.95,2,0
4378,石湾窗,建筑遗迹,宋代至明清时期的一种制陶窰，位于石湾地区及其西北部,0.85,2,0
4379,陈渭各,人物,清代晚期至民国初期石湾陶塑名家,0.95,2,0
4380,乾隆六年,朝代年号,清朝乾隆年间，1714年八月,0.95,2,0
4381,南海县政季报,典籍作品,南海县政府的季度报告书籍,0.95,2,0
4382,晒黄业,物产饮食,佛山丝绸工业的重要组成部分，具体指一种与丝绸相关的工艺或产品,0.95,2,0
4383,霍佳记,人物,清代南海区棉织业厂家之一,0.9,2,0
4384,民国27年10月,朝代年号,民国时期，具体时间为1938年10月,0.95,2,0
4385,被布,物产饮食,佛山传统纺织品之一,0.95,2,0
4386,帐罗,物产饮食,佛山传统纺织品之一,0.95,2,0
4387,佛山针织业,非遗技艺,佛山地区发展起来的手工编织行业,0.85,2,0
4388,1975年,朝代年号,具体年份，用于纺织技术发展的时间节点,0.9,2,0
4389,佛山冶铸,非遗技艺,佛山冶铁铸造技艺历史悠久,0.85,2,0
4390,郑和,人物,明代著名航海家，下西洋的代表人物,0.95,2,0
4391,佛山铁锅,物产饮食,清代至光绪年间佛山著名产品，远销海外,0.95,2,0
4392,佛山铁炮,物产饮食,清代至光绪年间佛山著名产品，名震中外,0.95,2,0
4393,广顺隆,宗族姓氏,民国时期佛山铸造业的行会之一,0.85,2,0
4394,合利,宗族姓氏,民国时期佛山铸造业的行会之一,0.85,2,0
4395,安兴,宗族姓氏,民国时期佛山铸造业的行会之一,0.85,2,0
4396,合记,物产饮食,佛山肉饼品牌，1875年创立,0.95,2,0
4397,源吉,人物,佛山旅日侨胞，经营小商业略有积累。,0.95,2,0
4398,人和堂,非遗技艺,潘履道堂、王勤业堂、邓光裕堂合设的中药店,0.85,2,0
4399,行仁堂,非遗技艺,清同治年间创立的药店，以制售成药为主,0.9,2,0
4400,佛山汾流街,地名,佛山市内的街道名称,0.95,2,0
4401,佛山文物志,典籍作品,《佛山文物志》编修工作情况介绍,0.95,2,0
4402,七厘散,非遗技艺,马百良药店所制的传统中药，用于儿科,0.95,2,0
4403,永安路,地名,佛山市南海区的一条道路,0.95,2,0
4404,黄祥华药店,物产饮食,佛山老字号中药店，以如意油闻名,0.95,2,0
4405,两仪轩,建筑遗迹,主营蛇胆制品药，民国时期在广州和佛山设有分店,0.9,2,0
4406,黑鬼油,物产饮食,一种传统食用油，具体成分和制作工艺不详,0.85,2,0
4407,源吉林,非遗技艺,佛山传统中药制作技艺，著名药厂之一,0.95,2,0
4408,抗日战争胜利后,历史事件,1945年日本投降后，佛山的医药行业有所复苏,0.9,2,0
4409,佛山制药一厂,物产饮食,佛山制药厂的一个分厂，前身是人民制药厂,0.85,2,0
4410,民国2年1913年,朝代年号,指1913年的民国时期,0.9,2,0
4411,薄脆饼,物产饮食,清代中期已有制作的传统产品,0.95,2,0
4412,陈太吉酒厂,物产饮食,1956年成立的公私合营米酒生产企业,0.95,2,0
4413,米酒,物产饮食,佛山市南海区的传统酒类食品，包括残味玉冰烧、特醇米酒、石湾米酒等,0.95,2,0
4414,1965年,朝代年号,具体年份，酿酒技术改进时间点,0.95,2,0
4415,1983年,朝代年号,具体年份，酿酒技术改进时间点,0.95,2,0
4416,近文堂,建筑遗迹,晚清至民国时期佛山的书店，位于今福禄路、锦华路交界处，主营印刷文件书籍，兼营古今书籍、课本、文房四宝、文具、纸张,0.9,2,0
4417,南国,建筑遗迹,建国后佛山规模较大的印刷企业之一,0.85,2,0
4418,磨绫纸,物产饮食,佛山名牌产品，通过研磨制成，具有丝绸光泽,0.95,2,0
4419,祥记,人物,刺绣业商家，兼营戏服制作,0.9,2,0
4420,海口,地名,古代佛山的一个渡口，通广州西关的关口,0.85,2,0
4421,大富,地名,黄鼎司下辖的堡之一,0.95,2,0
4422,容洲,地名,佛山市内的一个地区,0.8,2,0
4423,银稍,物产饮食,佛山特产，由铜、锡等材料制成的工艺品,0.9,2,0
4424,秋色灯,非遗技艺,元宵节期间的重要灯色之一，具有地方特色,0.95,2,0
4425,扎作,非遗技艺,佛山传统手工艺之一，用于制作各种灯笼,0.95,2,0
4426,中秋灯,非遗技艺,建国后发展起来的一种彩灯工艺,0.95,2,0
4427,葵扇,物产饮食,传统手工艺品，以新会葵叶为原料制作,0.95,2,0
4428,稚园街,地名,南海区地名，饼家迁址之一,0.95,2,0
4429,长兴街,地名,南海区内的街区名称,0.95,2,0
4430,庙宇,建筑遗迹,清代村镇常见建筑之一，用于宗教活动或供奉神灵,0.95,2,0
4431,兆祥黄公祠,建筑遗迹,位于福宁路，建于清末，采用三登三衬建筑形式，保存较为完整,0.95,2,0
4432,才马祠,建筑遗迹,佛山市第一批省级文物保护单位,0.95,2,0
4433,传家祠,建筑遗迹,祠堂，位于节芳小学内，为傅姓族人所建,0.9,2,0
4434,凉亭,建筑遗迹,位于宁路前，高约8米的石柱凉亭,0.9,2,0
4435,火车 站,地名,佛山的一个地名,0.95,2,0
4436,村尾垂虹,建筑遗迹,即通济桥，佛山市内的著名景观,0.95,2,0
4437,石硝乡,地名,文中提及的一个乡名称,0.85,2,0
4438,佛山邮政局,建筑遗迹,光绪二十七年设立的邮政设施,0.95,2,0
4439,民国28年,朝代年号,中国历史上的民国第28年，具体年份为1939年,0.9,2,0
4440,大头鱼,物产饮食,一种鱼类的名称,0.9,2,0
4441,漂洲水道,地名,南海区河流之一,0.95,2,0
4442,南泉围,建筑遗迹,又名观音围，清代水利工程，位于佛山市南海区西南面,0.95,2,0
4443,魁岗,地名,五斗司下辖的堡之一,0.95,2,0
4444,杏安转,建筑遗迹,清代的水利工程，位于深村以北仁和村,0.85,2,0
4445,国民党南海县党部,人物,民国时期的地方政权机构,0.85,2,0
4446,第一次世界大战,历史事件,1914-1918年的全球性战争,0.9,2,0
4447,桑园,地名,佛山的一个地方，有小院闹鬼的传说,0.9,2,0
4448,民国18年,朝代年号,民国时期的年份，具体为1929年,0.95,2,0
4449,清乾隆年间,朝代年号,清代乾隆时期的年份范围，1736-1795年,0.95,2,0
4450,华丰街,地名,佛山市南海区的一个地名,0.85,2,0
4451,得心斋,非遗技艺,传统猪蹄制作技艺，始于清乾隆年间,0.95,2,0
4452,大可,非遗技艺,传统小吃之一,0.85,2,0
4453,银丝蛋面,物产饮食,南海区传统特色面食之一,0.95,2,0
4454,皇后双皮炖奶,物产饮食,广东传统甜品，以顺德和南海著称,0.95,2,0
4455,汾宁茎油王牛肠,非遗技艺,传统小吃之一,0.85,2,0
4456,汾宁店,地名,店铺名称，位于佛山市南海区,0.85,2,0
4457,公兴隆,物产饮食,南海区传统糕点店，以经营结婚礼饼和海味杂货著称,0.95,2,0
4458,三元街,地名,佛山旧街区名，曾是商业繁华之地,0.9,2,0
4459,流泽堂,宗族姓氏,源吉林药店的药名，反映了其家族品牌,0.9,2,0
4460,叉烧包,物产饮食,广东传统点心之一,0.9,2,0
4461,及第粥,物产饮食,以料鲜味爽滑粥底香绵著称，深得市民喜爱,0.95,2,0
4462,猪粉肠,物产饮食,制作及第粥时使用的食材之一,0.85,2,0
4463,粽子,物产饮食,过去常见的一种风味小吃,0.9,2,0
4464,梁柱修,人物,清代佛山厨师，创制柱侯鸡,0.95,2,0
4465,海天酱油厂,物产饮食,生产柱侯酱等调味品的工厂，位于文沙路16号,0.85,2,0
4466,春 风满面生,典籍作品,诗句，出自对联,0.85,2,0
4467,公安成,宗族姓氏,佛山的一个旧时家族名称,0.85,2,0
4468,同治年间,朝代年号,清代的一个年号,0.9,2,0
4469,年画,非遗技艺,常见的民间传统绘画之一,0.85,2,0
4470,狮鼓,非遗技艺,清代及民国时期的传统玩具，远销东南亚国家,0.95,2,0
4471,狮被,非遗技艺,清代及民国时期的传统玩具，远销东南亚国家,0.95,2,0
4472,佛山税馆,建筑遗迹,清代佛山的税务机构，现祖店公园孔庙碑廊内保存有相关石碑,0.85,2,0
4473,1937年,朝代年号,具体年份，用于日本侵略军侵占佛山,0.95,2,0
